id,original_title,original_language,genres,budget,revenue,runtime,release_date,production_companies_list,production_countries_list,vote_average,keywords,made_profit
10611,Barbershop,en,Comedy,12000000,75781642,102.0,2002,Metro-Goldwyn-Mayer (MGM),United States of America,6.2,"hairdresser, shop, neighbor, debt, meeting, hoodlum",1
154,Star Trek II: The Wrath of Khan,en,Action,12000000,96800000,113.0,1982,Paramount Pictures,United States of America,7.3,"uss enterprise, genesis, asteroid, self sacrifice, midlife crisis, terraforming, simulator, cadet, radiation, uss reliant, ceti alpha v, genetics, space opera",1
3049,Ace Ventura: Pet Detective,en,Comedy,15000000,107217396,86.0,1994,Warner Bros.,United States of America,6.4,"dolphin, mascot, private detective, pets",1
860,WarGames,en,Thriller,12000000,79567667,114.0,1983,United Artists,United States of America,7.0,"video game, artificial intelligence, fbi, cold war, hacker, prosecution, norad, government, computer, nuclear threat",1
9281,Witness,en,Crime,12000000,68706993,113.0,1985,Paramount Pictures,United States of America,7.0,"corruption, detective, police brutality, amish, suspense, barn raising, lancaster, pa",1
75674,Act of Valor,en,Action,12000000,81272766,110.0,2012,Relativity Media,United States of America,6.3,"submarine, navy, scuba diving, heroism, navy seal, pistol, secret plot, military life, valor, terrorist plot, navy life, national security, pregnant wife, silver star, counter plot, duringcreditsstinger",1
9762,Step Up,en,Music,12000000,114194847,104.0,2006,Summit Entertainment,United States of America,6.7,"dancing, new love, dance, baltimore, art school, woman director",1
184,Jackie Brown,en,Comedy,12000000,39673162,154.0,1997,Miramax Films,United States of America,7.3,"airport, underworld, arms deal, weapon, police, drug",1
13335,Harold & Kumar Escape from Guantanamo Bay,en,Comedy,12000000,43493123,107.0,2008,New Line Cinema,United States of America,6.2,"terrorist, aftercreditsstinger, duringcreditsstinger",1
61752,Girl 6,en,Comedy,12000000,4939939,108.0,1996,Fox Searchlight Pictures,United States of America,5.7,"independent film, neighbor, masturbation, phone sex, actress",0
76726,Chronicle,en,Science Fiction,15000000,145000000,84.0,2012,Twentieth Century Fox Film Corporation,United States of America,6.6,"seattle, telekinesis, friendship, loneliness, outcast, coming of age, student, teenager, superpower, found footage, aftercreditsstinger, abuse, bittersweet",1
10269,Yentl,en,Music,12000000,30400000,132.0,1983,United Artists,United Kingdom,6.2,"studies, music, disguise, unhappiness, boys' school, woman director",1
36819,Time Bandits,en,Family,5000000,42365581,116.0,1981,Handmade Films Ltd.,United Kingdom,6.6,"treasure, map, magic, time travel, titanic, cage, steampunk, minotaur, independent film, good vs evil, tank, burglary",1
97614,Deadfall,en,Crime,12000000,66351,95.0,2012,StudioCanal,France,5.6,"partner, murder, on the run, fugitive, crime, family, homecoming, crime gone awry, dishonesty, siblings relations, chases and races, criminal heroes, cons and scams, murderous pair",0
17130,Crossroads,en,Action,12000000,61141030,93.0,2002,Paramount Pictures,United States of America,4.7,"dancing, women, sex, karaoke, dream, pop singer, virgin, motel, graduation, kiss, friendship, high school, road trip, unfaithful boyfriend, hospital, singing, teenager, girl, rebellious daughter, on the road, father daughter relationship, chick flick, pop music, audition, teenage pregnancy, mother daughter estrangement, implied rape, woman director, journey, song writing",1
57214,Project X,en,Comedy,12000000,100000000,88.0,2012,Silver Pictures,United States of America,6.5,"vandalism, high school, swimming pool, party, teen movie, teenager, dog, high school student, fake documentary, sex doll, lime, underwater photography, bouncy castle, flash grenade",1
11202,Patton,en,Drama,12000000,89800000,172.0,1970,Twentieth Century Fox Film Corporation,United States of America,7.3,"general, world war ii, normandy, biography, historical figure, d-day, dead soldier, tank, steel helmet, destiny, allies",1
9357,One Hour Photo,en,Horror,12000000,52223306,96.0,2002,Fox Searchlight Pictures,United States of America,6.6,"sexual abuse, hotel room, cheating, supermarket, penalty, nudity, knife, birthday party, photography, stalker, photo lab, suspense, sitting on a toilet, imagination, voyeurism, unfaithful husband",1
13812,Quarantine,en,Horror,12000000,40855419,89.0,2008,Vertigo Entertainment,United States of America,5.5,"quarantine, remake, tv reporter, found footage, virus",1
9030,The Eye,en,Drama,12000000,56309766,98.0,2008,Paramount Vantage,United States of America,5.5,"sister sister relationship, blindness and impaired vision, eye operation, eyesight, dying and death, eye, classical music, sister, eye specialist, remake",1
19084,Johnson Family Vacation,en,Comedy,12000000,31179516,97.0,2004,Fox Searchlight Pictures,United States of America,4.7,,1
8386,How High,en,Comedy,12000000,31155435,93.0,2001,Universal Pictures,United States of America,6.3,"carpet, pimp, harvard university, joint, cannabis, teen movie, university, person on fire, cult film, dove, dean, weed+, marijuana joint, smoke, drug deal, canon, pot head, smoke ring, pill bottle, doves, baby powder, grave robbing, corpse in coffin, pillbox, pot",1
1360,Frida,en,Drama,12000000,56298474,123.0,2002,Miramax Films,Mexico,7.3,"painter, love of one's life, disabled, woman director",1
101267,Katy Perry: Part of Me,en,Documentary,12000000,32726956,93.0,2012,Paramount Pictures,United States of America,6.5,woman director,1
222935,The Fault in Our Stars,en,Romance,12000000,307166834,125.0,2014,Fox 2000 Pictures,United States of America,7.6,"amsterdam, based on novel, support group, cancer, teenager, star crossed lovers, teen drama, oxygen tank, based on young adult novel",1
11601,Stir of Echoes,en,Horror,12000000,21133087,99.0,1999,Artisan Entertainment,United States of America,6.5,"secret, obsession, paranoia, grave, haunted house, hypnosis, tools, clairvoyance, murder, suspense, disappearance, psychic, cemetary, ghost, neighborhood, repressed memory, hearing voices",1
205220,Philomena,en,Drama,12000000,100129872,98.0,2013,BBC Films,United Kingdom,7.4,"mother, washington d.c., journalist, adoption, forgiveness, son, faith, search, church, ireland, based on true events, nuns",1
14191,Aquamarine,en,Fantasy,12000000,23006849,104.0,2006,Fox 2000 Pictures,Australia,5.8,"female friendship, mermaid, teenager, woman director",1
286565,Paper Towns,en,Drama,12000000,85512300,109.0,2015,Fox 2000 Pictures,United States of America,6.1,"friendship, high school, teenager, classmate, based on young adult novel",1
129670,Nebraska,en,Drama,12000000,17654912,115.0,2013,Paramount Vantage,United States of America,7.4,"montana, small town, dementia, aging, road trip, f word, pickup truck, lincoln nebraska, nebraska, sweepstakes, confronting the past",1
34549,Max Keeble's Big Move,en,Comedy,12000000,17292381,86.0,2001,Walt Disney Pictures,United States of America,5.4,,1
57157,Young Adult,en,Comedy,12000000,22939027,94.0,2011,Paramount Pictures,United States of America,5.6,"jealousy, dark comedy, writer, divorce, alcoholic, arrested development",1
1948,Crank,en,Action,12000000,42931041,88.0,2006,Lions Gate Films,United States of America,6.6,"poison, helicopter, assassin, nudity, hitman, adrenalin, fistfight, swimming pool, revenge, shootout, motorcycle, drug, cell phone, car chase, though guy, pharmacy, defibrillation, hospital gown, emergency room, aftercreditsstinger, sweatshop, run, epinephrine",1
46889,Living Out Loud,en,Comedy,12000000,12902790,100.0,1998,New Line Cinema,United States of America,5.3,"female protagonist, relationship, divorce, brooklyn bridge",1
387,Das Boot,de,Action,14000000,85000000,149.0,1981,Radiant Film GmbH,Germany,7.9,"terror, submarine, based on novel, atlantic ocean, gibraltar, world war ii, duty, war correspondent, torpedo, drinking, sailor, convoy, u boat, destroyer, depth charge, comrade, german submarine, naval battle, periscope, suicidal mission",1
60599,Arbitrage,en,Drama,12000000,35485056,100.0,2012,Lionsgate,United States of America,6.1,"cover-up, hedge fund",1
227719,Project Almanac,en,Science Fiction,12000000,32248241,106.0,2015,Paramount Pictures,United States of America,6.4,"time travel, time machine, teenager, found footage",1
12088,Fortress,en,Action,8000000,6739141,95.0,1992,Village Roadshow Pictures,Australia,5.7,"prison, cyborg, married couple, future, dystopia, escape, population control",0
14799,For Your Consideration,en,Comedy,12000000,5542025,86.0,2006,Shangri-La Entertainment,United States of America,5.9,,0
7510,Running with Scissors,en,Drama,12000000,6754898,116.0,2006,TriStar Pictures,United States of America,5.8,"gay, sister sister relationship, wife husband relationship, 1970s, becoming an adult, adoption, therapist, marriage crisis",0
31246,From Justin to Kelly,en,Comedy,12000000,4922166,90.0,2003,19 Entertainment,United States of America,3.0,musical,0
837,Videodrome,en,Horror,5952000,2120439,87.0,1983,Universal Pictures,Canada,7.1,"suicide, tv show, hallucination, tv station, radio presenter, toronto, dystopia, brainwashing, pittsburgh",0
1255,괴물,ko,Horror,11000000,88489643,119.0,2006,Cineclick Asia,South Korea,6.7,"river, mobile phone, bravery, archer, daughter, sewerage, pollution, formaldehyde, snack bar, family",1
179144,La grande bellezza,it,Comedy,12400000,8371085,142.0,2013,France 2 Cinéma,Italy,7.3,"alcohol, rome, vatican, based on novel, birthday, nightclub, nudity, artist, beauty, party, love, church, art, drug",0
86825,Stoker,en,Drama,12000000,12077441,99.0,2013,Fox Searchlight Pictures,United States of America,6.5,mystery,1
844,2046,zh,Fantasy,12000000,19271312,129.0,2004,Paradis Films,Germany,6.9,"free love, hotel, lovesickness, sexuality, kung fu, android, soulmates, based on novel, hotel room, jealousy, love of one's life, restart, singapur, unsociability, secret love, murder, author, hong kong, break-up, illegal prostitution, extramarital affair, photographic memory",1
38448,Ondine,en,Drama,12000000,1644755,111.0,2009,Octagon Films,Ireland,6.5,"alcohol, mermaid, wedding dress, fishing net, selkie",0
327,Brother,ja,Crime,12000000,15250000,114.0,2000,Bandai Visual Company,United Kingdom,6.8,"brother brother relationship, assassination, culture clash, war on drugs, yakuza, sake, loyalty, drug dealer, femme fatale, los angeles",1
1555,L'Auberge espagnole,fr,Drama,5300000,3897799,122.0,2002,Mate Producciones S.A.,France,7.0,"paris, barcelona spain, alcohol, roommate, single, travel, crush, student, relationship, break-up, youth, celebration, group of friends",0
21345,南京!南京!,zh,Drama,12000000,10652498,132.0,2009,Media Asia Films,China,7.6,"war crimes, mass murder, war victim, sino japanese war, massacre, japanese army, duringcreditsstinger, imperial japan",0
173931,兔侠传奇,zh,Animation,19000000,2570000,89.0,2011,,,3.0,,0
61984,Space Battleship Yamato,ja,Science Fiction,12000000,11212294,131.0,2010,Tokyo Broadcasting System (TBS),Japan,6.3,,0
50601,5 Days of War,en,War,20000000,17479,113.0,2011,Midnight Sun Pictures,United States of America,5.8,"journalist, interpreter, georgia europe, war zone",0
236751,Heaven is for Real,en,Drama,12000000,101332962,99.0,2014,TriStar Pictures,United States of America,6.0,"based on novel, faith, based on true events",1
107,Snatch,en,Thriller,10000000,83557872,103.0,2000,Columbia Pictures Corporation,United Kingdom,7.7,"gypsy, bare knuckle boxing, slang, trailer park, pig, sport, receiving of stolen goods, cockney accent, diamond, pikey",1
8913,Pet Sematary,en,Drama,11500000,57469467,103.0,1989,Paramount Pictures,United States of America,6.4,"coffin, pet, funeral, head injury, grief, new neighbor, pet cemetery, dead cat, death of patient, loss of pet, dead lover, mother son relationship, hit by truck, ghost, grave robbing, indian burial ground, woman director, flashback, burial ground",1
927,Gremlins,en,Fantasy,11000000,153083102,106.0,1984,Amblin Entertainment,United States of America,6.9,"holiday, monster, small town, department store, bars and restaurants, human animal relationship, pet, sunlight, chain saw, salesperson, midnight, fur, banking, puppet, skunk, kids and family, gremlin, ymca",1
11,Star Wars,en,Adventure,11000000,775398007,121.0,1977,Lucasfilm,United States of America,8.1,"android, galaxy, hermit, death star, lightsaber, jedi, rescue mission, empire, rebellion, planet, smuggler, the force, space opera, galactic war, stormtrooper, totalitarianism",1
291870,Dirty Grandpa,en,Comedy,11500000,94073028,102.0,2016,Lionsgate,United States of America,5.7,"grandfather grandson relationship, grandfather, road trip, wedding, retired, pervert, army general, sex comedy",1
907,Doctor Zhivago,en,Drama,11000000,111858363,197.0,1965,Metro-Goldwyn-Mayer (MGM),Italy,7.4,"love triangle, nurse, suicide attempt, loss of family, world war i, russian revolution 1917, forbidden love, step parents, daughter, epic",1
45317,The Fighter,en,Drama,25000000,93617009,116.0,2010,Paramount Pictures,United States of America,7.2,"sport, irish american, documentary crew, lowell massachusetts, blue collar worker, church bells, documentary filmmaking, boxer shorts, jumping rope, shadow boxing, duringcreditsstinger",1
12094,Jackass Number Two,en,Action,11000000,72778712,95.0,2006,Paramount Pictures,United States of America,6.4,"wound, disgust, pain, stunts, stuntman, stupidity, bulle, shocking",1
10377,My Cousin Vinny,en,Comedy,11000000,64088552,120.0,1992,Twentieth Century Fox Film Corporation,United States of America,7.3,"prison, southern usa, suspicion, cousin, court, lawyer, wrongful arrest",1
249164,If I Stay,en,Drama,11000000,78874843,106.0,2014,New Line Cinema,United States of America,7.3,"coma, musician, teenage girl, car accident, teenager, out of body experience, teen drama, based on young adult novel",1
9942,Major League,en,Comedy,11000000,49797148,107.0,1989,Paramount Pictures,United States of America,6.6,"baseball, sport, sabotage, sombrero, baseball field, hard hat, professional sports, comic strip, hot dog, short sighted, voodoo ritual, the big game",1
1817,Phone Booth,en,Thriller,13000000,97837138,81.0,2002,Fox 2000 Pictures,United States of America,6.7,"terrorist, phone booth, psychopath",1
10229,A Walk to Remember,en,Drama,11000000,41227069,101.0,2002,DiNovi Pictures,United States of America,7.5,"based on novel, theatre group, north carolina, theatre milieu, high school, cancer, coming of age, tragic love, teenager, star crossed lovers",1
687,Dead Man Walking,en,Drama,11000000,39363635,122.0,1995,Havoc,United States of America,7.3,"prison, rape, socially deprived family, penalty, death penalty, despair, death row, begnadigung, therapist, self-discovery, prison cell, court case, death sentence, doomed man, sentence, lethal injection, forgiveness, charity, mercy petition, rage and hate, unsociability, right and justice, court, electric chair, cowardliness",1
796,Cruel Intentions,en,Drama,10500000,75902208,97.0,1999,Columbia Pictures,United States of America,6.6,"upper class, sexual obsession, sex, bet, sadistic, drug abuse, brother sister relationship, cynic, cocaine, virgin, manipulation, seduction, love letter, private school, innocence, addiction, love, psychotherapy",1
22804,Saw VI,en,Horror,11000000,68233629,90.0,2009,Lionsgate,Australia,6.0,aftercreditsstinger,1
10156,History of the World: Part I,en,Comedy,11000000,31672907,92.0,1981,Twentieth Century Fox Film Corporation,United States of America,6.5,"moses, roman empire, musical, stone age, music, julius caesar",1
12837,The Secret Life of Bees,en,Adventure,11000000,38105395,114.0,2008,Fox Searchlight Pictures,United States of America,7.4,woman director,1
167073,Brooklyn,en,Drama,11000000,62076141,111.0,2015,Wildgaze Films,Canada,7.2,"love triangle, based on novel, homesickness, vororte, ship, community, marriage, working class, boarding house, ireland, brooklyn new york city, journey, dual life, irish immigrant, 1950s",1
3175,Barry Lyndon,en,Drama,11000000,20000000,184.0,1975,Hawk Films,United Kingdom,7.7,"palace, british army, fencing, epic, debt, ireland, british soldier, seven years war, nobility, prussia",1
14369,Out Cold,en,Comedy,24000000,14782676,89.0,2001,Spyglass Entertainment,United States of America,5.8,"manager, alcohol, races, mountains, gondola, snowboarding, airplane, father, sport, prank, alaska, male female relationship, drug humor, hot tub, ski resort",0
16888,The Ladies Man,en,Comedy,24000000,13700000,84.0,2000,SNL Studios,United States of America,5.7,"female nudity, tattoo, radio, cheat on husband, eating contest",0
121826,Quartet,en,Drama,11000000,59520298,98.0,2012,BBC Films,United Kingdom,6.3,"musician, concert, retired",1
10646,Tomcats,en,Comedy,11000000,23430766,95.0,2001,Columbia Pictures,United States of America,4.9,"compulsive gambling, roulette, stag night, group of friends",1
12149,Frailty,en,Drama,11000000,13110448,100.0,2001,Cinerenta Medienbeteiligungs KG,Germany,7.0,"angel, sheriff, loss of mother, 1970s, texas, dream, rose garden, grave, ax, insanity, murder, mechanic, vision, serial killer, punishment, demon, fbi agent, gloves, religious fanatic, remorse, flashback, forced to kill",1
304357,Woman in Gold,en,Drama,11000000,61619773,120.0,2015,BBC Films,United Kingdom,7.3,"nazis, based on true story, art, stolen painting",1
244783,Song One,en,Drama,6000000,32251,86.0,2014,Worldview Entertainment,United States of America,5.5,woman director,0
16564,Oorlogswinter,nl,Drama,4000000,530048,103.0,2008,Max TV,Netherlands,6.8,"netherlands, world war ii",0
20009,Slackers,en,Comedy,14000000,6413915,86.0,2002,Sony Pictures,Canada,5.4,"male nudity, drug abuse, job interview, eavesdropping, fall, comedy, troll, cheating wife, backpack, sponge bath, repairman",0
1587,What's Eating Gilbert Grape,en,Romance,11000000,30000000,118.0,1993,Paramount Pictures,United States of America,7.5,"brother brother relationship, mentally disabled, iowa, widow, dysfunctional family, independent film",1
30973,The Visual Bible: The Gospel of John,en,Drama,10000000,4069090,125.0,2003,Gospel of John Ltd.,Canada,8.2,"miracle, jesus christ, last supper, bible, christian, god, sermon on the mount",0
63020,The Perez Family,en,Comedy,11000000,2832826,113.0,1995,Samuel Goldwyn Company,United States of America,6.6,"immigration, independent film, woman director, political prisoner, cuban refugees",0
86829,Inside Llewyn Davis,en,Drama,11000000,32935319,105.0,2013,StudioCanal,United States of America,7.2,"folk music, performance, aspiring singer, new york city, recording, merchant marine, 1960s",1
13888,Return to the Blue Lagoon,en,Drama,11000000,2807854,98.0,1991,Columbia Pictures Corporation,Fiji,5.1,"island, marooned, pacific island, teenager, deserted island, tropical island",0
42345,The Molly Maguires,en,Drama,11000000,2200000,124.0,1970,Paramount Pictures,United States of America,5.9,"pennsylvania, miner, coal mining, coal mine, pennsylvania coal miner",0
11917,Saw V,en,Horror,10800000,113857533,92.0,2008,Lionsgate,United States of America,5.9,"blood splatter, serial killer, pig mask, nazi, jigsaw, swastika tattoo",1
14395,कभी अलविदा ना कहना,hi,Drama,7400000,17000000,193.0,2006,Yash Raj Films,India,6.1,"adultery, extramarital affair",1
24137,An Ideal Husband,en,Drama,14000000,18535191,97.0,1999,Miramax Films,United Kingdom,6.3,,1
62,2001: A Space Odyssey,en,Science Fiction,10500000,68700000,149.0,1968,Stanley Kubrick Productions,United States of America,7.9,"moon, jupiter, artificial intelligence, man vs machine, technology, super computer, human being, space travel, space mission, moon base, astronaut, evolution, monolith, space station",1
601,E.T. the Extra-Terrestrial,en,Science Fiction,10500000,792910554,115.0,1982,Universal Pictures,United States of America,7.3,"farewell, homesickness, nasa, extraterrestrial technology, operation, space marine, loss of father, hiding place, riding a bicycle, flying saucer, prosecution, halloween, flowerpot, finger, single",1
13067,In the Land of Women,en,Romance,10000000,17500000,97.0,2007,Castle Rock Entertainment,United States of America,5.8,"infidelity, party, love, cancer, neighbor, writer, teenager, illness, flashback, actress",1
88641,There Goes My Baby,en,Drama,10500000,123509,99.0,1994,Nelson Entertainment,United States of America,8.5,,0
96399,For Greater Glory - The True Story of Cristiada,en,History,12000000,9622846,145.0,2012,Dos Corazones,Mexico,6.4,duringcreditsstinger,0
489,Good Will Hunting,en,Drama,10000000,225933435,126.0,1997,Miramax Films,Canada,7.9,"baseball, boston, professor, m.i.t., harvard university, ambition, mathematics, genius, love, friends, janitor, irish, psychologist, university, courtroom, flashback, prodigy",1
214,Saw III,en,Horror,10000000,163876815,108.0,2006,Lions Gate Films,United States of America,6.1,"brain tumor, nudity, suffocation, mutilation, severed foot, famous theme, shot in the face",1
10890,Stripes,en,Action,10000000,85300000,106.0,1981,Columbia Pictures Industries,United States of America,6.5,"date, ex-girlfriend, u.s. army, military spoof",1
1588,Bring It On,en,Comedy,28000000,90449929,98.0,2000,Beacon Communications,United States of America,5.8,"cheerleader, sport, high school, teenage girl, cheerleading, cheering crowd, duringcreditsstinger",1
316727,The Purge: Election Year,en,Action,10000000,118587880,105.0,2016,Universal Pictures,France,6.1,"dystopia, sequel, legalized murder",1
10314,She's All That,en,Comedy,10000000,103166989,95.0,1999,Miramax Films,United States of America,5.7,"tv star, jeep, volleyball, misfit, teen angst, house party, teen movie, teenager, avant-garde, popularity, little people, high school student, young love, prom queen, pygmalion, clown makeup, performance art, beatboxing, self expression, tripping, pool cleaner",1
663,Saw IV,en,Horror,10000000,139352633,93.0,2007,Lions Gate Films,United States of America,5.9,"ice, victim, pain, games, psychopath, blood, electric chair, doctor, torture, violence, police officer, fbi agent, female corpse",1
11804,White Noise,en,Drama,10000000,91196419,101.0,2005,Universal Pictures,Canada,5.6,"wheelchair, time, voice, inspector, supernatural, loss, remote control, lifting person in air, paranormal phenomena, death, waterfront, audio cassette, logbook, electronic voice phenomena, near miss, bedridden",1
9289,The Longest Day,en,Action,10000000,50100000,178.0,1962,Twentieth Century Fox Film Corporation,United States of America,7.2,"world war ii, normandy, allied, widerstand, steel helmet, soldier",1
10414,The Mighty Ducks,en,Comedy,10000000,50752337,101.0,1992,Walt Disney,United States of America,6.4,"sports team, sport, ice hockey, hockey game, winning, feel-good ending, the big game",1
1970,The Grudge,en,Horror,10000000,183474602,92.0,2004,Ghost House Pictures,Japan,5.8,"male nudity, nurse, japanese, house, remake, curse, old woman, catatonia, ghost child, remake of japanese film",1
9614,Happy Gilmore,en,Comedy,12000000,41205099,92.0,1996,Universal Pictures,United States of America,6.5,"loss of mother, loss of father, golf, sport, taxes",1
8922,Jeepers Creepers,en,Horror,10000000,59217789,90.0,2001,United Artists,Germany,6.1,"mass murder, song, brother, sister, aftercreditsstinger",1
1648,Bill & Ted's Excellent Adventure,en,Adventure,10000000,40485039,90.0,1989,Orion Pictures,United States of America,6.7,"jealousy, journey in the past, sigmund freud, time travel, heavy metal, socrates, billy the kid, school presentation, rhinoceros, phone booth, world peace, past, history, metal, best friend, napoleon bonaparte",1
17917,Oliver!,en,Drama,10000000,37402877,153.0,1968,Columbia Pictures Corporation,United Kingdom,7.0,"pickpocket, musical, victorian england, orphan",1
74534,The Best Exotic Marigold Hotel,en,Drama,10000000,136836156,124.0,2011,Participant Media,United Arab Emirates,6.9,"hotel, based on novel, india, ensemble cast, elderly, jaipur india, personal growth, outsourcing",1
19405,Recess: School's Out,en,Science Fiction,10000000,44460850,83.0,2001,Walt Disney Television Animation,United States of America,6.6,"holiday, elementary school, friends, based on tv series, summer, classmates, recess",1
9355,Mad Max Beyond Thunderdome,en,Action,12305523,36230219,107.0,1985,Kennedy Miller Productions,Australia,5.9,"arena, sandstorm, dystopia, oasis, sequel, post nuclear, ozploitation",1
10999,Commando,en,Action,10000000,57500000,90.0,1985,Twentieth Century Fox Film Corporation,United States of America,6.4,"kidnapping, lone wolf, daughter, father, rescue mission",1
321258,The Boy,en,Horror,10000000,64188367,97.0,2016,Lakeshore Entertainment,United States of America,5.8,"suicide, england, fire, country house, shower, nanny, mask, boy, murder, mansion, violence, doll, burn victim, secret passageway, broken mirror, loss of a child",1
44040,Devil,en,Horror,10000000,33583175,80.0,2010,Universal Pictures,United States of America,5.8,"claustrophobia, trapped in an elevator",1
10426,Friday After Next,en,Comedy,20000000,33526835,85.0,2002,New Line Cinema,United States of America,6.0,"guard, shopping mall, thief, drug",1
280092,Insidious: Chapter 3,en,Drama,10000000,104303851,97.0,2015,Sony Pictures,Canada,6.2,sequel,1
13938,The Last Dragon,en,Action,10000000,25754284,108.0,1985,TriStar Pictures,United States of America,6.4,"martial arts, pizzeria, limousine, music",1
10163,The Lawnmower Man,en,Horror,10000000,32101000,108.0,1992,New Line Cinema,United Kingdom,5.4,"dream, chimp, manipulation, botanist, virtual reality, lemonade, intelligent",1
12182,Nick and Norah's Infinite Playlist,en,Comedy,9000000,32973937,89.0,2008,Columbia Pictures,United States of America,6.4,"concert, teenager, one night, based on young adult novel, secret location",1
1832,Dogma,en,Fantasy,10000000,30652890,130.0,1999,Lions Gate,United States of America,6.8,"angel, wisconsin, church service, church, aftercreditsstinger, duringcreditsstinger",1
15301,Twilight Zone: The Movie,en,Drama,10000000,29450919,101.0,1983,Warner Bros.,United States of America,6.2,"nazis, anthology, remake, twilight zone",1
10135,Road House,en,Action,15000000,30050028,114.0,1989,United Artists,United States of America,6.3,"new love, protection money, nightclub, rausschmeißer, revenge, hoodlum, brawl",1
26352,A Low Down Dirty Shame,en,Action,10000000,29392418,100.0,1994,Caravan Pictures,United States of America,6.0,"fbi, drug crime, violence, drug, private detective, blast",1
20616,Swimfan,en,Drama,8500000,34411240,84.0,2002,Twentieth Century Fox Film Corporation,United States of America,5.0,"competition, coma, infidelity, obsession, bathing, high school, femme fatale, athlete, hospital, swimmer, swimming, troubled teen",1
9794,Employee of the Month,en,Comedy,12000000,38368909,103.0,2006,Lionsgate,United States of America,5.3,"salesclerk, midlife crisis, prenzlauer berg, vulgar, slacker, business consultant",1
15037,Can't Hardly Wait,en,Comedy,10000000,25605015,100.0,1998,Columbia Pictures,United States of America,6.1,"alcohol, regret, homophobia, radio, cheerleader, love letter, college, graduation, groupie, costume, nerd, high school, party, friends, dating, break-up, rock band, pop music, american football player, infatuation, washed up star, unlikely friendship, social outcast, woman director, jocks, having fun, revenge plot",1
227,The Outsiders,en,Crime,10000000,33697647,91.0,1983,American Zoetrope,United States of America,6.9,"street gang, children's home, coming of age, gang, juvenile delinquent, based on young adult novel",1
294272,Pete's Dragon,en,Adventure,65000000,143695338,102.0,2016,Walt Disney Pictures,United States of America,6.2,"feral child, remake, dragon, orphan, 1980s, live action and animation",1
3482,The Train,en,Action,5800000,6800000,133.0,1964,Les Productions Artistes Associés,France,7.2,"paris, france, world war ii, nazis, hijacking of train, artwork, train ride, painting, french resistance, train crash, nazi germany, art thief, art theft",1
11336,The Dead Zone,en,Horror,10000000,20766616,103.0,1983,Paramount Pictures,United States of America,6.9,"coma, sheriff, based on novel, sacrifice, suspense, psychopathic killer, premonition, independent film, vision, doctor, car accident, series of murders, psychic, dark hero, gothic, madness, flashback",1
283445,Sinister 2,en,Horror,10000000,52882018,97.0,2015,Alliance Films,United States of America,5.4,"haunted house, sequel, twins",1
88036,Sparkle,en,Drama,14000000,24637469,116.0,2012,TriStar Pictures,United States of America,5.8,"soong sisters, duringcreditsstinger",1
22824,The Fourth Kind,en,Mystery,10000000,42333295,98.0,2009,Universal Pictures,United States of America,5.8,"brother sister relationship, wheelchair, hypnosis, investigation, cover-up, ufo, alaska, disappearance, hospital, alien abduction, patient, psychotherapy, fake documentary, based on supposedly true story, nome alaska, faked footage, audio cassette, ancient astronaut, anchorage alaska, police fake, duringcreditsstinger",1
11545,Rushmore,en,Comedy,9000000,17096053,93.0,1998,Touchstone Pictures,United States of America,7.5,"private school, lone wolf, theatre play, theatre group, theatre director, independent film",1
42684,Skyline,en,Science Fiction,10000000,66821036,100.0,2010,Rogue Pictures,United States of America,4.7,"missile, light, transformation, low-budget, alien, fireplace, los angeles, cell phone, rooftop, duringcreditsstinger",1
268238,The Second Best Exotic Marigold Hotel,en,Drama,10000000,85978266,122.0,2015,Fox Searchlight Pictures,United Kingdom,6.3,"india, retirement home",1
41823,Mo' Better Blues,en,Drama,10000000,16153593,129.0,1990,Universal Pictures,United States of America,6.3,musical,1
9362,Tremors,en,Action,11000000,48572000,96.0,1990,Universal Pictures,United States of America,6.6,"nevada, small town, tractor, stranded, cult favorite, tentacle, rural, graboids, seismologist, binoculars, man eaten by monster, giant worm",1
9902,Wrong Turn,en,Horror,12600000,28650575,84.0,2003,Summit Entertainment,Germany,6.0,"life and death, death of a friend, parts of dead body",1
14729,The Long Riders,en,Western,10000000,15795189,99.0,1980,United Artists,United States of America,6.6,"brother brother relationship, jesse james, cole younger",1
9455,The Corruptor,en,Action,25000000,15156200,110.0,1999,New Line Cinema,United States of America,6.0,"new york, life and death, gang war, police, china town, triad",0
103731,Mud,en,Drama,10000000,21587700,130.0,2013,FilmNation Entertainment,United States of America,7.0,"river, snake, arkansas, fugitive, river boat",1
10090,Reno 911!: Miami,en,Action,10000000,20342161,84.0,2007,Paramount Pictures,United States of America,5.6,"sex, terrorist, beach, nudity, police, parody, attack, shootout, mockumentary, explosion, drug",1
75900,My Week with Marilyn,en,Drama,6400000,35057696,99.0,2011,BBC Films,United Kingdom,6.6,"based on novel, biography, historical figure, marilyn monroe",1
9515,The Matador,en,Action,10000000,17297244,96.0,2005,Miramax Films,Germany,6.2,"mexico city, midlife crisis, cocktail, independent film, stranger, hit man",1
328425,The Gift,en,Thriller,5000000,58978653,108.0,2015,Blumhouse Productions,United States of America,6.7,"detective, stalker, gift, bully, psychological thriller",1
